Name,source,country,site,strata,Label,Cover
AR_PM_PC_LT_20181105_Q05,visual,AR,PC,LT,WPOT,7
AR_PM_PC_LT_20181105_Q05,visual,AR,PC,LT,SC,54
AR_PM_PC_LT_20181105_Q05,visual,AR,PC,LT,Unc,0
AR_PM_PC_LT_20181105_Q05,visual,AR,PC,LT,MAA,6
AR_PM_PC_LT_20181105_Q05,visual,AR,PC,LT,MAEC,0
AR_PM_PC_LT_20181105_Q05,visual,AR,PC,LT,MAEF,0
AR_PM_PC_LT_20181105_Q06,visual,AR,PC,LT,BRY,0
AR_PM_PC_LT_20181105_Q06,visual,AR,PC,LT,CNCA,0
AR_PM_PC_LT_20181105_Q06,visual,AR,PC,LT,CNTR,0
AR_PM_PC_LT_20181105_Q06,visual,AR,PC,LT,CRB,0
AR_PM_PC_LT_20181105_Q06,visual,AR,PC,LT,MOB,0
AR_PM_PC_LT_20181105_Q06,visual,AR,PC,LT,MOG,0
AR_PM_PC_LT_20181105_Q06,visual,AR,PC,LT,SP,0
AR_PM_PC_LT_20181105_Q06,visual,AR,PC,LT,WPOT,5
AR_PM_PC_LT_20181105_Q06,visual,AR,PC,LT,SC,62
AR_PM_PC_LT_20181105_Q06,visual,AR,PC,LT,Unc,0
AR_PM_PC_LT_20181105_Q06,visual,AR,PC,LT,MAA,10
AR_PM_PC_LT_20181105_Q06,visual,AR,PC,LT,MAEC,0
AR_PM_PC_LT_20181105_Q06,visual,AR,PC,LT,MAEF,0
AR_PM_PC_LT_20181105_Q07,visual,AR,PC,LT,BRY,0
AR_PM_PC_LT_20181105_Q07,visual,AR,PC,LT,CNCA,0
AR_PM_PC_LT_20181105_Q07,visual,AR,PC,LT,CNTR,0
AR_PM_PC_LT_20181105_Q07,visual,AR,PC,LT,CRB,0
AR_PM_PC_LT_20181105_Q07,visual,AR,PC,LT,MOB,0
AR_PM_PC_LT_20181105_Q07,visual,AR,PC,LT,MOG,0
AR_PM_PC_LT_20181105_Q07,visual,AR,PC,LT,SP,0
AR_PM_PC_LT_20181105_Q07,visual,AR,PC,LT,WPOT,4
AR_PM_PC_LT_20181105_Q07,visual,AR,PC,LT,SC,57
AR_PM_PC_LT_20181105_Q07,visual,AR,PC,LT,Unc,0
AR_PM_PC_LT_20181105_Q07,visual,AR,PC,LT,MAA,16
AR_PM_PC_LT_20181105_Q07,visual,AR,PC,LT,MAEC,0
AR_PM_PC_LT_20181105_Q07,visual,AR,PC,LT,MAEF,0
AR_PM_PC_LT_20181105_Q08,visual,AR,PC,LT,BRY,0
AR_PM_PC_LT_20181105_Q08,visual,AR,PC,LT,CNCA,0
AR_PM_PC_LT_20181105_Q08,visual,AR,PC,LT,CNTR,0
AR_PM_PC_LT_20181105_Q08,visual,AR,PC,LT,CRB,0
AR_PM_PC_LT_20181105_Q08,visual,AR,PC,LT,MOB,0
AR_PM_PC_LT_20181105_Q08,visual,AR,PC,LT,MOG,0
AR_PM_PC_LT_20181105_Q08,visual,AR,PC,LT,SP,0
AR_PM_PC_LT_20181105_Q08,visual,AR,PC,LT,WPOT,0
AR_PM_PC_LT_20181105_Q08,visual,AR,PC,LT,SC,63
AR_PM_PC_LT_20181105_Q08,visual,AR,PC,LT,Unc,0
AR_PM_PC_LT_20181105_Q08,visual,AR,PC,LT,MAA,23
AR_PM_PC_LT_20181105_Q08,visual,AR,PC,LT,MAEC,0
